12:12:05,12:12:36
12:12:42,12:13:06
12:13:16,12:14:12
12:14:18,12:14:37
12:14:53,12:15:24
12:15:20,12:15:57
12:16:55,12:17:30
12:17:33,12:18:09
12:18:13,12:19:40
12:19:44,12:20:01
12:20:06,12:20:22
12:20:30,12:21:19
12:21:33,12:22:45
12:23:18,12:23:35
12:23:40,12:24:21
12:24:33,12:25:13
12:25:25,12:26:23
12:26:28,12:26:48
