12:12:48,12:13:44
12:13:51,12:14:28
12:14:35,12:15:10
12:16:37,12:17:08
12:17:11,12:17:44
12:17:50,12:19:06
12:19:11,12:19:51
12:19:59,12:20:15
12:21:07,12:21:29
12:22:35,12:23:14
12:23:30,12:24:11
12:24:24,12:24:41
12:24:52,12:25:22
12:25:30,12:25:56
12:26:04,12:26:20
12:27:21,12:27:32
12:27:42,12:28:00
12:28:04,12:28:49
